name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
fx74130wp1.dat,7.5,1.174,0.01327,0.00758,-0.0953,0.0196,0.8181
sc20712.dat,7.5,1.3967,0.01294,0.00705,-0.1247,0.0193,0.6845
n64015.dat,7.5,0.8398,0.00978,0.00427,-0.0034,0.0166,0.7228
fx78k140a20.dat,7.5,1.1127,0.01562,0.01013,-0.0716,0.0043,0.8808
e473.dat,7.5,0.8065,0.00704,0.00277,0.0158,0.1529,0.9148
rg1410.dat,7.5,1.0008,0.01005,0.00505,-0.0326,0.0021,1.0
s4110.dat,7.5,1.2108,0.00954,0.00446,-0.0823,0.0366,1.0
e715.dat,7.5,1.1075,0.0089,0.00363,-0.0465,0.1712,0.5365
ah82150a.dat,7.5,1.1383,0.01294,0.00697,-0.0813,0.0069,0.741
fx63137sm.dat,7.5,1.7275,0.01326,0.0073,-0.2035,0.0988,0.6873
goe563.dat,7.5,,,,,,
n13.dat,7.5,0.7675,0.0083,0.00364,0.015,0.0337,0.9778
sc20012.dat,7.5,0.8615,0.00929,0.00398,-0.0041,0.0277,0.8123
ah94w301.dat,7.5,1.2569,0.00914,0.00426,-0.1196,0.3469,0.4662
mh95.dat,7.5,0.965,0.00937,0.00409,-0.0238,0.0921,0.8067
ag16.dat,7.5,1.0688,0.00997,0.0051,-0.0486,0.0022,1.0
naca66-018.dat,7.5,0.6141,0.01136,0.00578,0.0337,0.0202,0.7292
fx66a175.dat,7.5,1.1956,0.01366,0.00712,-0.0774,0.0005,0.4999
l188root.dat,7.5,1.0651,0.00983,0.00473,-0.055,0.0537,0.9583
e180.dat,7.5,0.9783,0.00993,0.00529,-0.0211,0.0072,1.0
sd7034.dat,7.5,1.2493,0.00852,0.00386,-0.078,0.1323,1.0
mh94.dat,7.5,1.0178,0.00981,0.00432,-0.0384,0.0749,0.7544
fx79l100.dat,7.5,0.8735,0.00869,0.00404,-0.0065,0.0123,1.0
mh110.dat,7.5,0.8333,0.00847,0.00381,0.025,0.0185,0.9961
dga1138.dat,7.5,1.145,0.0124,0.00762,-0.0515,0.0026,1.0
c5a.dat,7.5,0.9366,0.00972,0.00431,-0.0372,0.0276,0.821
e625.dat,7.5,0.8654,0.00694,0.00276,0.0346,0.1873,0.9506
eiffel430.dat,7.5,1.2159,0.01129,0.00496,-0.038,0.0828,0.2067
fx71120.dat,7.5,0.8248,0.009,0.00446,0.0112,0.052,0.9908
mue139.dat,7.5,,,,,,
naca001035.dat,7.5,0.7016,0.01506,0.0115,0.0234,0.0012,0.9729
usnps4.dat,7.5,1.4327,0.00983,0.00492,-0.1218,0.1804,1.0
ah21-9.dat,7.5,1.0672,0.01,0.00521,-0.0594,0.0076,1.0
arad13.dat,7.5,1.2505,0.00985,0.00495,-0.0592,0.1264,1.0
goe795.dat,7.5,1.0936,0.0106,0.00555,-0.0575,0.0006,1.0
e545.dat,7.5,1.0869,0.00996,0.00443,-0.0618,0.1196,0.6343
glennmartin4.dat,7.5,1.3265,0.01235,0.00777,-0.1027,0.2339,1.0
sd8020.dat,7.5,0.8401,0.00877,0.00407,0.0014,0.0126,0.9949
goe394.dat,7.5,,,,,,
hq3510.dat,7.5,,,,,,
goe741.dat,7.5,1.0067,0.01254,0.00733,0.0051,0.0008,0.9828
rae101.dat,7.5,0.8548,0.00888,0.00423,-0.0031,0.0088,0.9991
mrc-20.dat,7.5,1.147,0.00889,0.00441,-0.0687,0.1963,1.0
k1.dat,7.5,1.1398,0.0115,0.0056,-0.0845,0.0031,0.682
m20.dat,7.5,,,,,,
e197.dat,7.5,1.1044,0.00979,0.00475,-0.0582,0.0457,1.0
eiffel10.dat,7.5,,,,,,
naca001065.dat,7.5,0.7462,0.00893,0.0043,0.0182,0.0208,0.9696
s2062.dat,7.5,1.037,0.01142,0.00692,-0.048,0.0062,1.0
fx73cl1152.dat,7.5,1.4948,0.00755,0.0035,-0.1132,0.294,1.0
hq2090sm.dat,7.5,1.0857,0.01014,0.00514,-0.0561,0.0036,1.0
ah80140.dat,7.5,1.2432,0.00688,0.003,-0.0582,0.2763,1.0
j5012.dat,7.5,0.7791,0.00856,0.00378,0.0134,0.0213,0.9776
e520.dat,7.5,,,,,,
goe373.dat,7.5,,,,,,
naca652215.dat,7.5,0.9685,0.01072,0.00508,-0.0374,0.0144,0.7364
s9026.dat,7.5,0.8572,0.00851,0.00385,-0.0006,0.0162,1.0
hq1511.dat,7.5,1.0213,0.00953,0.00453,-0.0409,0.0152,1.0
k3.dat,7.5,1.3482,0.01474,0.00836,-0.129,0.0178,0.5804
v23010.dat,7.5,0.9765,0.00976,0.00467,-0.011,0.0009,1.0
goe561.dat,7.5,1.1783,0.02181,0.01589,-0.0409,0.3027,0.068
e543.dat,7.5,0.9977,0.0091,0.00403,-0.0367,0.1577,0.7267
ag13.dat,7.5,1.063,0.00982,0.005,-0.0447,0.0025,1.0
a18sm.dat,7.5,1.3105,0.0114,0.00603,-0.114,0.0073,1.0
ag45ct02r.dat,7.5,1.0143,0.00893,0.00409,-0.0275,0.0133,1.0
n63415.dat,7.5,1.1684,0.01141,0.00555,-0.0782,0.0185,0.7238
s9037.dat,7.5,1.207,0.00933,0.00431,-0.0748,0.0559,1.0
hq109.dat,7.5,,,,,,
e1211.dat,7.5,1.3719,0.00853,0.00419,-0.0923,0.2192,1.0
s4053.dat,7.5,1.1331,0.00952,0.00444,-0.0628,0.0258,1.0
ames03.dat,7.5,0.9435,0.00862,0.00396,-0.0098,0.0582,1.0
hq259.dat,7.5,,,,,,
c141f.dat,7.5,1.1272,0.00956,0.00443,-0.0632,0.0494,1.0
fx71089a.dat,7.5,0.8788,0.0091,0.00459,-0.0016,0.0324,0.9999
isa571.dat,7.5,1.2993,0.01159,0.00627,-0.0833,0.0036,1.0
c141e.dat,7.5,1.0549,0.00996,0.00478,-0.05,0.0228,1.0
goe802b.dat,7.5,,,,,,
e656.dat,7.5,1.3676,0.00908,0.00471,-0.1169,0.2828,0.8336
e654.dat,7.5,1.4332,0.00932,0.0048,-0.1346,0.295,0.7503
fx74cl5140.dat,7.5,,,,,,
goe515.dat,7.5,,,,,,
e329.dat,7.5,1.121,0.00721,0.00288,-0.0335,0.2463,0.8543
mh91.dat,7.5,0.8817,0.00728,0.00293,0.0218,0.1658,0.8908
hq010.dat,7.5,0.8204,0.00946,0.00487,0.0033,0.0007,0.9797
ag37.dat,7.5,1.2101,0.01073,0.00572,-0.0468,0.0115,1.0
e171.dat,7.5,0.811,0.00918,0.00413,0.0042,0.0074,0.8458
coanda1.dat,7.5,,,,,,
ncambre.dat,7.5,0.9402,0.00982,0.00461,-0.0088,0.0007,0.9963
s1210.dat,7.5,1.9442,0.01363,0.00772,-0.2534,0.1229,0.6977
sd8000.dat,7.5,1.0451,0.00915,0.0042,-0.0447,0.0195,1.0
la2573a.dat,7.5,0.934,0.00599,0.00229,0.0232,0.2715,0.9372
naca641112.dat,7.5,0.923,0.00981,0.00461,-0.0222,0.0112,0.8129
ch10sm.dat,7.5,,,,,,
n63012a.dat,7.5,0.8134,0.00942,0.0045,0.003,0.0006,0.9432
goe329.dat,7.5,,,,,,
kc135d.dat,7.5,1.0238,0.00983,0.0049,-0.035,0.0061,1.0
m2.dat,7.5,,,,,,
hq309.dat,7.5,1.1617,0.01502,0.01024,-0.0754,0.0003,1.0
ah79k135.dat,7.5,1.0053,0.01155,0.00618,-0.0387,0.0053,0.8997
naca66206.dat,7.5,0.8641,0.04921,0.0478,-0.0201,0.0012,1.0
raf27.dat,7.5,,,,,,
s7055.dat,7.5,1.1595,0.00954,0.00446,-0.0632,0.0537,1.0
b29tip.dat,7.5,,,,,,
goe484.dat,7.5,,,,,,
e335.dat,7.5,0.7972,0.00645,0.00248,0.0497,0.2176,0.9219
tempest2.dat,7.5,0.8522,0.00942,0.00448,-0.0044,0.0112,0.9814
ht08.dat,7.5,0.8432,0.01026,0.00615,0.0018,0.0046,1.0
ste87391.dat,7.5,1.2925,0.01659,0.01051,-0.1279,0.0009,0.7851
c141a.dat,7.5,0.9136,0.00948,0.00446,-0.0229,0.0312,0.9903
hq2590sm.dat,7.5,1.1728,0.01015,0.00503,-0.0759,0.015,1.0
n5h15.dat,7.5,,,,,,
goe534.dat,7.5,1.3205,0.01351,0.00706,-0.0741,0.0005,0.5662
goe274.dat,7.5,,,,,,
usa35b.dat,7.5,1.4154,0.01358,0.00797,-0.079,0.0029,1.0
fx082512.dat,7.5,,,,,,
tempest3.dat,7.5,0.905,0.00974,0.00491,-0.016,0.0047,0.992
eiffel428.dat,7.5,1.2906,0.01158,0.00634,-0.0787,0.0095,1.0
vr8b.dat,7.5,,,,,,
goe797.dat,7.5,1.2367,0.0145,0.00875,-0.0957,0.0015,1.0
l7769.dat,7.5,1.1131,0.01123,0.00618,-0.0261,0.0026,1.0
naca747a315.dat,7.5,0.9444,0.01036,0.005,-0.009,0.0288,0.8448
e407.dat,7.5,1.2497,0.01293,0.00687,-0.1261,0.0261,0.6405
s5010.dat,7.5,0.9638,0.00767,0.0032,-0.0023,0.0878,1.0
m10.dat,7.5,0.9024,0.03867,0.03673,-0.011,0.0006,1.0
rg15a111.dat,7.5,1.0628,0.01047,0.00533,-0.0503,0.0007,1.0
goe548.dat,7.5,1.0022,0.02228,0.01815,-0.0464,0.0006,1.0
august160.dat,7.5,1.235,0.00739,0.00335,-0.0321,0.2605,0.9858
e1233.dat,7.5,1.3248,0.00885,0.00414,-0.0938,0.2776,0.728
e333.dat,7.5,1.0514,0.00687,0.00277,-0.0129,0.2255,0.9418
usa35.dat,7.5,1.5326,0.00994,0.00549,-0.1278,0.2626,1.0
naca1.dat,7.5,0.7993,0.00888,0.00387,0.0108,0.1882,0.7148
df102.dat,7.5,1.0874,0.00853,0.00379,-0.0464,0.0857,1.0
rae100.dat,7.5,0.8707,0.00853,0.00383,-0.0033,0.0185,1.0
sd7043.dat,7.5,1.2664,0.0095,0.00445,-0.0913,0.0595,1.0
sc20412.dat,7.5,1.146,0.01101,0.00526,-0.083,0.0223,0.6906
naca634421.dat,7.5,1.2112,0.0093,0.0043,-0.0827,0.2305,0.6041
doa5.dat,7.5,0.959,0.01246,0.00642,-0.0448,0.0011,0.7078
goe683.dat,7.5,0.807,0.01423,0.00901,0.0251,0.0011,0.9722
e174.dat,7.5,1.2084,0.01105,0.00589,-0.0775,0.0049,1.0
e472.dat,7.5,0.8728,0.00801,0.00345,0.0024,0.0758,0.9914
goe322.dat,7.5,,,,,,
goe238.dat,7.5,1.2491,0.01155,0.00611,-0.0639,0.0022,1.0
naca653218.dat,7.5,0.9094,0.01136,0.00554,-0.027,0.0222,0.6795
eiffel371.dat,7.5,1.0365,0.01008,0.00419,-0.0246,0.1098,0.5713
rc410.dat,7.5,0.9984,0.00883,0.00386,-0.0125,0.0462,1.0
ag14.dat,7.5,1.0718,0.00981,0.005,-0.0457,0.0025,1.0
joukowsk.dat,7.5,0.8613,0.00823,0.00358,0.0019,0.0415,0.9436
apex16.dat,7.5,1.0268,0.01059,0.00515,-0.0543,0.016,0.8881
usa40b.dat,7.5,,,,,,
sd5060.dat,7.5,1.0852,0.00866,0.00386,-0.048,0.0524,1.0
goe282.dat,7.5,,,,,,
goe55.dat,7.5,,,,,,
e474.dat,7.5,0.82,0.00718,0.0029,0.012,0.1276,0.952
e639.dat,7.5,1.2187,0.01168,0.00614,-0.0497,0.0002,0.9997
ah94156.dat,7.5,1.1346,0.00908,0.00465,-0.0647,0.2409,0.8568
psu94097.dat,7.5,1.3317,0.01107,0.00564,-0.1121,0.0206,1.0
sa7026.dat,7.5,1.22,0.01185,0.00668,-0.0878,0.0019,1.0
mh83.dat,7.5,,,,,,
s3014.dat,7.5,1.0584,0.00988,0.00471,-0.039,0.0044,1.0
s3010.dat,7.5,1.1395,0.00845,0.00373,-0.0527,0.0903,1.0
e1200.dat,7.5,1.1959,0.01113,0.00574,-0.0853,0.148,0.7033
m18.dat,7.5,1.0619,0.01148,0.00624,-0.0288,0.0022,0.9945
s9032.dat,7.5,0.8515,0.00846,0.00384,0.0012,0.0151,1.0
e818.dat,7.5,,,,,,
dh4009sm.dat,7.5,0.8321,0.01255,0.00867,-0.0039,0.0044,0.9851
ag11.dat,7.5,1.0586,0.00865,0.00382,-0.0337,0.0325,1.0
goe256.dat,7.5,1.1349,0.01406,0.00843,-0.0628,0.0013,1.0
a63a108c.dat,7.5,0.865,0.00898,0.00422,-0.0019,0.015,1.0
e544.dat,7.5,1.0345,0.00928,0.0041,-0.0481,0.1598,0.6837
eh2510.dat,7.5,0.957,0.01107,0.00645,-0.0043,0.0016,0.9989
goe387.dat,7.5,1.2241,0.01384,0.00816,-0.0703,0.0008,1.0
rc1264c.dat,7.5,0.8623,0.0098,0.00464,-0.0038,0.0006,0.9817
dae31.dat,7.5,,,,,,
fx71l150.dat,7.5,0.8189,0.01096,0.0054,0.005,0.0092,0.6685
goe647.dat,7.5,1.2525,0.01392,0.00825,-0.0696,0.001,1.0
hq2012.dat,7.5,1.0583,0.011,0.00553,-0.0492,0.001,0.8393
e182.dat,7.5,0.9114,0.01167,0.00736,-0.0053,0.0038,1.0
nacam2.dat,7.5,0.8447,0.00879,0.00414,-0.0012,0.0093,1.0
goe574.dat,7.5,,,,,,
e521.dat,7.5,0.8299,0.00943,0.0041,-0.0014,0.0241,0.7681
e377.dat,7.5,1.4852,0.01181,0.00619,-0.1165,0.0009,1.0
npl9510.dat,7.5,1.098,0.01157,0.00584,-0.0856,0.0151,0.5911
jx-gs-04.dat,7.5,0.9488,0.00871,0.00397,-0.0121,0.0114,1.0
e331.dat,7.5,,,,,,
fx08s176.dat,7.5,1.0958,0.01958,0.01412,-0.0582,0.0021,0.8733
e635.dat,7.5,0.8735,0.01013,0.00509,0.0346,0.0002,0.9805
e231.dat,7.5,0.9786,0.00897,0.00416,-0.0265,0.0821,0.9365
ah88k130.dat,7.5,1.202,0.01345,0.00774,-0.1008,0.0073,0.8364
usa25.dat,7.5,,,,,,
vr13.dat,7.5,1.0311,0.00818,0.00348,-0.0206,0.0854,1.0
naca2421.dat,7.5,1.0437,0.00908,0.00443,-0.038,0.1931,0.874
naca64a010.dat,7.5,0.8201,0.00924,0.00473,0.0016,0.0075,0.9917
naca23012.dat,7.5,0.998,0.00784,0.00333,-0.0117,0.1134,0.9988
naca634221.dat,7.5,1.0397,0.00932,0.00416,-0.0455,0.1828,0.6081
eiffel385.dat,7.5,,,,,,
e584.dat,7.5,1.2798,0.00791,0.00383,-0.0904,0.3368,0.838
goe546.dat,7.5,1.1459,0.01359,0.0086,-0.0716,0.0003,1.0
e637.dat,7.5,1.0368,0.00686,0.00294,-0.006,0.2466,0.9893
naca644421.dat,7.5,1.162,0.01014,0.00486,-0.0759,0.1861,0.596
v13009.dat,7.5,0.9405,0.00957,0.00454,-0.0092,0.0008,1.0
mh26.dat,7.5,0.7973,0.00923,0.00428,0.0066,0.0113,0.9834
fx78pk188.dat,7.5,0.8458,0.01298,0.00805,-0.0234,0.1809,0.733
goe513.dat,7.5,,,,,,
naca747a415.dat,7.5,1.0227,0.01066,0.00526,-0.0275,0.0357,0.8464
ag25.dat,7.5,1.1391,0.01004,0.00497,-0.0646,0.0041,1.0
fx77w343.dat,7.5,1.4988,0.01801,0.01225,-0.1096,0.2014,0.6203
bacxxx.dat,7.5,1.0249,0.00928,0.00425,-0.0395,0.0348,1.0
vr14.dat,7.5,0.9762,0.00857,0.00372,-0.0131,0.0364,1.0
bacnlf.dat,7.5,,,,,,
e377m.dat,7.5,1.4674,0.01258,0.00583,-0.1083,0.0009,0.1044
goe775.dat,7.5,0.8061,0.00886,0.0038,0.0065,0.1327,0.7901
raf25.dat,7.5,,,,,,
goe199.dat,7.5,,,,,,
be50.dat,7.5,1.3821,0.01263,0.00741,-0.1042,0.0029,1.0
goe188.dat,7.5,1.2534,0.01095,0.00546,-0.0762,0.0065,1.0
goe324.dat,7.5,1.3107,0.01301,0.00736,-0.0633,0.0005,1.0
usa26.dat,7.5,,,,,,
e664ex.dat,7.5,2.1369,0.03452,0.02742,-0.3219,0.0011,0.6095
b707b.dat,7.5,0.7219,0.00921,0.00439,0.0408,0.0011,0.958
lwk80150k25.dat,7.5,0.7216,0.00931,0.00394,0.0221,0.0375,0.7588
naca1408.dat,7.5,0.9495,0.0092,0.0044,-0.0242,0.0072,1.0
mh61.dat,7.5,0.9236,0.0096,0.00482,-0.0074,0.0012,1.0
goe620.dat,7.5,,,,,,
s8066.dat,7.5,0.9336,0.00971,0.00493,-0.026,0.0047,1.0
ag26.dat,7.5,1.1405,0.00984,0.0048,-0.0631,0.0065,1.0
cap21c.dat,7.5,0.9808,0.00882,0.00299,-0.01,0.1192,0.3382
curtisc72.dat,7.5,1.4653,0.01266,0.0072,-0.0937,0.0271,1.0
fx38153.dat,7.5,1.0465,0.01316,0.00727,-0.067,0.0003,0.7798
goe228.dat,7.5,1.5557,0.02054,0.01385,-0.1672,0.0017,0.603
n14.dat,7.5,0.7881,0.00847,0.00378,0.0115,0.0324,0.9793
fx78k161.dat,7.5,0.7841,0.01568,0.01038,0.0054,0.0059,0.8538
sc2110.dat,7.5,1.0106,0.00857,0.00373,-0.0198,0.0674,0.9701
s4095.dat,7.5,1.1586,0.01322,0.00812,-0.061,0.0544,1.001
ht22.dat,7.5,0.9258,0.00865,0.00409,-0.0068,0.0147,1.0032
